NOMCODE-QTY-PART NUMBER-FABRICANT-PART DESC-REFERENCE-VALUE-TENSION-TOLE-NOTE
SANS-1----C1-NC---
SANS-1----C2-NC---
182-0720-1-08051A102JAT2A-AVX-Condensateur cms 0805-C3-1nF-100V-5%-Farnell : 1740662
182-0605-1-08051A270JAT2A-AVX-Condensateur cms 0805 NPO ou COG-C4-27pF-100V-5%-Farnell : 1740652
SANS-1----C5-NC---
182-0591-1-08052U150GAT2A-AVX-Condensateur cms 0805- COG- ultra faible ESR-C6-15pF-200V-2%-Farnell : 7568541
182-0594-1-08051A180JAT2A-AVX-Condensateur cms 0805 NPO ou COG-C7-18pF-100V-5%-Farnell : 1741651
181-0566-1-T520V476M016ATE070-Kemet-Condensateur tantale cms taille V (ESR = 0.07 Ohm)-C8-47�F-16V-20%-
181-0566-1-T520V476M016ATE070-Kemet-Condensateur tantale cms taille V (ESR = 0.07 Ohm)-C9-47�F-16V-20%-
185-0600-1--TDK-Condensateur 0402 X7R-C10-10nF-50V-20%-
181-0545-1-293D106X96R3A2WE3-Vishay-Condensateur tantale cms taille A-C11-10�F-6.3V-10%-
181-0500-1-293D105X9016A2WE3-Vishay-Condensateur tantale cms taille A-C12-1�F-16V--
185-0850-1-GRM155R60J474KE19D-Murata-Condensateur 0402 X5R- s�rie GRM15-C13-470nF-6.3V-10%-RS : 624-2294
185-0600-1--TDK-Condensateur 0402 X7R-C14-10nF-50V-20%-
181-0545-1-293D106X96R3A2WE3-Vishay-Condensateur tantale cms taille A-C15-10�F-6.3V-10%-
181-0545-1-293D106X96R3A2WE3-Vishay-Condensateur tantale cms taille A-C16-10�F-6.3V-10%-
182-5815-1--AVX-Condensateur cms 0603 Y5V-C17-100nF-25V--20/+80%-
181-0563-1-T495D107M010TS-Kemet-Condensateur tantale cms taille D ( ESR = 0.1 Ohm )-C18-100�F-10V-20%-
181-0563-1-T495D107M010TS-Kemet-Condensateur tantale cms taille D ( ESR = 0.1 Ohm )-C19-100�F-10V-20%-
182-5815-1--AVX-Condensateur cms 0603 Y5V-C20-100nF-25V--20/+80%-
181-0551-1-293D106X9016C2WE3-Vishay-Condensateur tantale cms taille C-C21-10�F-16V-10%-
185-0700-1--TDK-Condensateur 0402 X5R-C22-100nF-16V-20%-
185-0700-1--TDK-Condensateur 0402 X5R-C23-100nF-16V-20%-
185-0700-1--TDK-Condensateur 0402 X5R-C24-100nF-16V-20%-
185-0700-1--TDK-Condensateur 0402 X5R-C25-100nF-16V-20%-
185-0600-1--TDK-Condensateur 0402 X7R-C26-10nF-50V-20%-
SANS-1----C27-NC---
185-0600-1--TDK-Condensateur 0402 X7R-C28-10nF-50V-20%-
182-5815-1--AVX-Condensateur cms 0603 Y5V-C29-100nF-25V--20/+80%-
182-5815-1--AVX-Condensateur cms 0603 Y5V-C30-100nF-25V--20/+80%-
181-0545-1-293D106X96R3A2WE3-Vishay-Condensateur tantale cms taille A-C31-10�F-6.3V-10%-
182-5750-1--AVX-Condensateur cms 0603 X7R-C32-10nF-50V-5%-
180-0882-1-5601-Johanson-Condensateur ajustable-C33-1-30pF-250V--
180-0882-1-5601-Johanson-Condensateur ajustable-C34-1-30pF-250V--
181-0551-1-293D106X9016C2WE3-Vishay-Condensateur tantale cms taille C-C35-10�F-16V-10%-
180-0945-1-C3225JB1E106M-TDK-Condensateur cms 1210 X5R-C36-10�F-25V-20%-Equivalent Kemet C1210C106M3PAC
181-0551-1-293D106X9016C2WE3-Vishay-Condensateur tantale cms taille C-C37-10�F-16V-10%-
181-0563-1-T495D107M010TS-Kemet-Condensateur tantale cms taille D ( ESR = 0.1 Ohm )-C38-100�F-10V-20%-
181-0563-1-T495D107M010TS-Kemet-Condensateur tantale cms taille D ( ESR = 0.1 Ohm )-C39-100�F-10V-20%-
181-0549-1-T520B107M006ATE070-Kemet-Condensateur tantale cms taille B (ESR = 0.07 Ohm)-C40-100�F-6V-20%-
181-0551-1-293D106X9016C2WE3-Vishay-Condensateur tantale cms taille C-C41-10�F-16V-10%-
182-5815-1--AVX-Condensateur cms 0603 Y5V-C42-100nF-25V--20/+80%-
185-0600-1--TDK-Condensateur 0402 X7R-C43-10nF-50V-20%-
182-5815-1--AVX-Condensateur cms 0603 Y5V-C44-100nF-25V--20/+80%-
181-0545-1-293D106X96R3A2WE3-Vishay-Condensateur tantale cms taille A-C45-10�F-6.3V-10%-
182-5815-1--AVX-Condensateur cms 0603 Y5V-C46-100nF-25V--20/+80%-
182-5815-1--AVX-Condensateur cms 0603 Y5V-C47-100nF-25V--20/+80%-
182-5815-1--AVX-Condensateur cms 0603 Y5V-C48-100nF-25V--20/+80%-
182-5815-1--AVX-Condensateur cms 0603 Y5V-C49-100nF-25V--20/+80%-
181-0545-1-293D106X96R3A2WE3-Vishay-Condensateur tantale cms taille A-C50-10�F-6.3V-10%-
182-5750-1--AVX-Condensateur cms 0603 X7R-C51-10nF-50V-5%-
210-0615-1-BZV55C15-Philips-Diode Zener cms-D1-15V---
210-0541-1-BAR43S-Fairchild-Double diode schottky-D2----RS : 670-8779
210-0541-1-BAR43S-Fairchild-Double diode schottky-D3----RS : 670-8779
211-0010-1-0402ESDA-MLP8-Cooper-Protection ESD-D4-12V---
210-0531-1-BAT54S-Philips-Double diode schottky-D5----
280-0200-1-591-3001-007F-Dialight-LED cms double- rouge et verte- angle droit-D6-R/V---
280-0200-1-591-3001-007F-Dialight-LED cms double- rouge et verte- angle droit-D7-R/V---
190-6002-1-142.11.1520.001-IMS-Embase SMB- m�le- coud�e- 50 ohms-J1----RS : 112-3003
190-1101-1-22-05-7028-Molex-Embase KK 2 points m�le- coud�e- pas 2.54 mm-J2----RS : 173-2916
190-6124-1-R124.423.223-Radiall-Embase  SMA femelle- droite- bord de carte-J3----R124.423.223
190-5018-1-RSM-122-02-S-D-K-A-Samtec-Connecteur CMS 2*22 points femelle avec plots-J4----
190-6131-1-625 010 217 21-W�rth Elektronik-Connecteur 2 x 5 points- m�le- coud�- pas de 2mm-J5----
190-6124-1-R124.423.223-Radiall-Embase  SMA femelle- droite- bord de carte-J6----R124.423.223
395-0287-1-MS05-1A87-75D-Meder electronic-Relais 1T- 5V- micro SIL- NO-K1----
395-0287-1-MS05-1A87-75D-Meder electronic-Relais 1T- 5V- micro SIL- NO-K2----
395-0287-1-MS05-1A87-75D-Meder electronic-Relais 1T- 5V- micro SIL- NO-K3----
395-0287-1-MS05-1A87-75D-Meder electronic-Relais 1T- 5V- micro SIL- NO-K4----
395-0287-1-MS05-1A87-75D-Meder electronic-Relais 1T- 5V- micro SIL- NO-K5----
395-0287-1-MS05-1A87-75D-Meder electronic-Relais 1T- 5V- micro SIL- NO-K6----
395-0287-1-MS05-1A87-75D-Meder electronic-Relais 1T- 5V- micro SIL- NO-K7----
395-0287-1-MS05-1A87-75D-Meder electronic-Relais 1T- 5V- micro SIL- NO-K8----
184-0480-1-ACM3225-102-2P-T-TDK-Filtre de mode commun- 1k � 100 MHz- 20V- 200 mA-L1-1k---
183-0950-1-BLM21PG300SN1D-Murata-Ferrite cms 0805- 30 ohms � 100 MHz- 3A.-L2----
183-0950-1-BLM21PG300SN1D-Murata-Ferrite cms 0805- 30 ohms � 100 MHz- 3A.-L3----
183-0950-1-BLM21PG300SN1D-Murata-Ferrite cms 0805- 30 ohms � 100 MHz- 3A.-L4----
183-0950-1-BLM21PG300SN1D-Murata-Ferrite cms 0805- 30 ohms � 100 MHz- 3A.-L5----
183-0950-1-BLM21PG300SN1D-Murata-Ferrite cms 0805- 30 ohms � 100 MHz- 3A.-L6----
183-0950-1-BLM21PG300SN1D-Murata-Ferrite cms 0805- 30 ohms � 100 MHz- 3A.-L7----
SANS-1---Point de test-PT2-NC---
SANS-1---Point de test-PT3-NC---
190-2546-1-C12000-10-90-Nicomatic-Point de test CMS-PT5-0R---
SANS-1---Point de test-PT8-NC---
SANS-1---Point de test-PT16-NC---
SANS-1---Point de test-PT17-NC---
470-0500-1-BCV61C-Infineon-Transistor double NPN- mirroir de courant-Q1----
472-0160-1-BSS83-NXP-Transistor cms mosfet canal N-Q2----
470-0131-1-ZVN3310F-Zetex-Transistor cms mosfet canal N-Q3----
470-0131-1-ZVN3310F-Zetex-Transistor cms mosfet canal N-Q4----
470-0131-1-ZVN3310F-Zetex-Transistor cms mosfet canal N-Q5----
472-0160-1-BSS83-NXP-Transistor cms mosfet canal N-Q6----
470-0131-1-ZVN3310F-Zetex-Transistor cms mosfet canal N-Q7----
470-0131-1-ZVN3310F-Zetex-Transistor cms mosfet canal N-Q8----
470-0131-1-ZVN3310F-Zetex-Transistor cms mosfet canal N-Q9----
470-0131-1-ZVN3310F-Zetex-Transistor cms mosfet canal N-Q10----
470-0131-1-ZVN3310F-Zetex-Transistor cms mosfet canal N-Q11----
470-0131-1-ZVN3310F-Zetex-Transistor cms mosfet canal N-Q12----
470-0131-1-ZVN3310F-Zetex-Transistor cms mosfet canal N-Q13----
470-0131-1-ZVN3310F-Zetex-Transistor cms mosfet canal N-Q14----
